id,firstname,lastname,birthdate,country,position,foot,height
1116,Timothy,Chandler,1990-03-29,Germany,Defender,right,186
1117,Alexander,Esswein,1990-03-25,Germany,Midfielder,right,183
1118,R\u00f3bert,Mak,1991-03-08,Slovakia,Forward,right,179
1119,Stefan,Bell,1991-08-24,Germany,Defender,right,192
1120,Niko,Bungert,1986-10-24,Germany,Defender,right,188
1121,Julian,Baumgartlinger,1988-01-02,Austria,Midfielder,right,183
1122,Yunus,Mall\u0131,1992-02-24,Germany,Midfielder,right,179
1123,Nicolai,M\u00fcller,1987-09-25,Germany,Midfielder,right,173
1124,Eugen,Polanski,1986-03-17,Poland,Midfielder,right,183
1125,Marcel,Risse,1989-12-17,Germany,Midfielder,right,183
1126,Mario,Gavranovi\u0107,1989-11-24,Switzerland,Forward,right,175
1127,\u00c1d\u00e1m,Szalai,1987-12-09,Hungary,Forward,right,193
1128,Anthony,Ujah,1990-10-14,Nigeria,Forward,right,183
1129,Antonio,Rukavina,1984-01-26,Serbia,Defender,right,176
1130,Sebastian,Maier,1993-09-18,Germany,Midfielder,right,179
1131,Jo\u00e3o Felipe,Schmidt Urbano,1993-05-19,Brazil,Midfielder,left,184
1132,Kevin,Volland,1992-07-30,Germany,Forward,left,179
1133,Bobby Shou,Wood,1992-11-15,United States,Forward,right,180
1134,Thomas,Kessler,1986-01-20,Germany,Goalkeeper,right,197
1135,Sebastian,Jung,1990-06-22,Germany,Defender,right,179
1136,R\u00faben Miguel,Nunes Vezo,1994-04-25,Portugal,Defender,right,182
1137,Matthias,Lehmann,1983-05-28,Germany,Midfielder,right,179
1138,Alexander,Meier,1983-01-17,Germany,Forward,right,196
1139,Pirmin,Schwegler,1987-03-09,Switzerland,Midfielder,right,178
1140,Timo,Horn,1993-05-12,Germany,Goalkeeper,left,192
1141,Pedro,Tonon Geromel,1985-09-21,Brazil,Defender,right,190
1142,Mitchell,Weiser,1994-04-21,Germany,Midfielder,right,176
1143,Andr\u00e9 Filipe,Tavares Gomes,1993-07-30,Portugal,Midfielder,right,188
1144,Christian,Clemens,1991-08-04,Germany,Midfielder,right,179
1145,S\u0142awomir,Peszko,1985-02-19,Poland,Midfielder,right,173
1146,Sascha,Riether,1983-03-23,Germany,Defender,right,174
1147,Odise,Roshi,1991-05-22,Albania,Midfielder,right,187
1148,Mark,Uth,1991-08-24,Germany,Forward,left,185
1149,Leonardo,Bittencourt,1993-12-19,Germany,Midfielder,right,171
1150,Math\u00edas,Olivera Miramontes,1997-10-31,Uruguay,Defender,left,184
1151,Anwar,El Ghazi,1995-05-03,Netherlands,Forward,right,189
1152,Maximiliano Eduardo,Meza,1992-12-15,Argentina,Midfielder,right,180
1153,Daniel,Brosinski,1988-07-17,Germany,Defender,right,178
1154,Nicolas,H\u00f6fler,1990-03-09,Germany,Midfielder,right,181
1155,Morgan,Poaty,1997-07-15,France,Defender,left,177
1156,Max,Gr\u00fcn,1987-04-05,Germany,Goalkeeper,right,190
1157,M\u00ebrgim,Mavraj,1986-06-09,Germany,Defender,left,189
1158,Johannes,Geis,1993-08-17,Germany,Midfielder,right,181
1159,Felix,Klaus,1992-09-13,Germany,Midfielder,right,179
1160,Pierre,Lees Melou,1993-05-25,France,Midfielder,right,185
1161,Janik,Haberer,1994-04-02,Germany,Midfielder,right,186
1162,Marc-Oliver,Kempf,1995-01-28,Germany,Defender,left,186
1163,Florian,Niederlechner,1990-10-24,Germany,Forward,right,186
1164,Julian,Brandt,1996-05-02,Germany,Midfielder,right,183
1165,Alexander,Stolz,1983-10-13,Germany,Goalkeeper,right,189
1166,Alessio,Romagnoli,1995-01-12,Italy,Defender,left,188
1167,Federico,Mattiello,1995-07-14,Italy,Defender,right,182
1168,Hakan,\u00c7alhano\u011flu,1994-02-08,Germany,Midfielder,right,178
1169,Marco,Terrazzino,1991-04-15,Germany,Forward,right,176
1170,Simon,Zoller,1991-06-26,Germany,Forward,right,179
1171,Jonathan Renato,Barbosa,1991-07-10,Brazil,Forward,right,173
1172,Bruno Andr\u00e9,Cavaco Jord\u00e3o,1998-10-12,Portugal,Midfielder,right,180
1173,Bassem,Srarfi,1997-06-25,Tunisia,Midfielder,left,176
1174,Gustavo Ra\u00fal,G\u00f3mez Portillo,1993-05-06,Paraguay,Defender,right,185
1175,Hannes \u00de\u00f3r,Halld\u00f3rsson,1987-04-27,Iceland,Goalkeeper,right,194
1176,Mart\u00edn Andr\u00e9s,Silva Leites,1983-03-25,Uruguay,Goalkeeper,right,187
1177,Marcel,Heller,1986-02-12,Germany,Midfielder,right,176
1178,Benjamin,H\u00fcbner,1989-07-04,Germany,Defender,left,193
1179,Albert,Gudmundsson,1997-06-15,Iceland,Forward,right,177
1180,Sebastian,Langkamp,1988-01-15,Germany,Defender,right,191
1181,Matthias,Ostrzolek,1990-06-05,Germany,Defender,left,178
1182,Paul,Verhaegh,1983-09-01,Netherlands,Defender,right,178
1183,Daniel,Baier,1984-05-18,Germany,Midfielder,right,176
1184,Ja-Cheol,Koo,1989-02-27,Korea Republic,Midfielder,right,183
1185,Jan,Mor\u00e1vek,1989-11-01,Czech Republic,Midfielder,right,180
1186,Koen,Casteels,1992-06-25,Belgium,Goalkeeper,left,197
1187,Tom,Starke,1981-03-18,Germany,Goalkeeper,right,194
1188,Andreas,Beck,1987-03-13,Russia,Defender,right,180
1189,Fabian,Johnson,1987-12-11,Germany,Midfielder,right,183
1190,Jannik,Vestergaard,1992-08-03,Denmark,Defender,right,199
1191,Roberto Firmino,Barbosa de Oliveira,1991-10-02,Brazil,Forward,right,181
1192,Dominik,Kaiser,1988-09-16,Germany,Midfielder,right,171
1193,Sebastian,Rudy,1990-02-28,Germany,Midfielder,right,180
1194,Sejad,Salihovi\u0107,1984-10-08,Bosnia-Herzegovina,Midfielder,left,182
1195,Tobias,Strobl,1990-05-12,Germany,Midfielder,right,188
1196,Sven,Schipplock,1988-11-08,Germany,Forward,right,186
1197,Federico,Ricca Rostagnol,1994-12-01,Uruguay,Defender,left,178
1198,Andr\u00e9,Hahn,1990-08-13,Germany,Forward,right,185
1199,Erick Cathriel,Cabaco Almada,1995-04-19,Uruguay,Defender,right,186
1200,Luiz Felipe,Ramos Marchi,1997-03-22,Brazil,Defender,right,187
1201,Jens,Grahl,1988-09-22,Germany,Goalkeeper,right,192
1202,Diego,Demme,1991-11-21,Germany,Midfielder,right,170
1203,Lukas,Rupp,1991-01-08,Germany,Midfielder,right,178
1204,Ermin,Bi\u010dak\u010di\u0107,1990-01-24,Bosnia-Herzegovina,Defender,right,185
1205,Tin,Jedvaj,1995-11-28,Croatia,Defender,right,184
1206,William,de Asevedo Furtado,1995-04-03,Brazil,Defender,right,172
1207,Philipp,Tschauner,1985-11-03,Germany,Goalkeeper,right,196
1208,Max,Kruse,1988-03-19,Germany,Forward,left,180
1209,Merveille Valthy Streeker,Ndockyt,1998-07-20,Congo,Midfielder,right,178
1210,Fin,Bartels,1987-02-07,Germany,Midfielder,right,176
1211,Gonzalo,Escalante,1993-03-27,Argentina,Midfielder,right,182
1212,Simon,Terodde,1988-03-02,Germany,Forward,right,192
1213,Rona\u00ebl,Pierre-Gabriel,1998-06-13,France,Defender,right,177
1214,Kevin,Kampl,1990-10-09,Germany,Midfielder,right,178
1215,Robert,Almer,1984-03-20,Austria,Goalkeeper,left,194
1216,Munir,El Haddadi Mohamed,1995-09-01,Spain,Forward,left,175
1217,Aritz,Elustondo Irribaria,1994-03-28,Spain,Defender,right,180
1218,\u00c1lvaro,Odriozola Arzallus,1995-12-14,Spain,Defender,right,175
1219,Robbie,Kruse,1988-10-05,Australia,Forward,right,179
1220,Patric,Klandt,1983-09-29,Germany,Goalkeeper,right,184
1221,Jorge,Ruiz Ojeda,1995-09-27,Spain,Goalkeeper,right,188
1222,David,Soria Sol\u00eds,1993-04-04,Spain,Goalkeeper,right,192
1223,Steven,Fort\u00e8s,1992-04-17,France,Defender,right,192
1224,Gabriele,Marchegiani,1996-06-03,Italy,Goalkeeper,right,183
1225,\u00c1lvaro Jos\u00e9,Jim\u00e9nez Guerrero,1995-05-19,Spain,Midfielder,right,176
1226,Daniele,Verde,1996-06-20,Italy,Forward,left,168
1227,Jan,Zimmermann,1985-04-19,Germany,Goalkeeper,left,190
1228,Danny,Latza,1989-12-07,Germany,Midfielder,right,179
1229,Christian Guillermo Mart\u00edn,Ramos Garagay,1988-11-04,Peru,Defender,right,185
1230,Christopher Paolo C\u00e9sar,Hurtado Huertas,1990-07-27,Peru,Midfielder,right,176
1231,Sergei,Ignashevich,1979-07-14,Russia,Defender,right,187
1232,Kasper,Dolberg,1997-10-06,Denmark,Forward,right,187
1233,Unai,N\u00fa\u00f1ez Gestoso,1997-01-30,Spain,Defender,right,186
1234,I\u00f1igo,C\u00f3rdoba Kerejeta,1997-03-13,Spain,Midfielder,left,180
1235,Luis Jan Piers,Adv\u00edncula Castrill\u00f3n,1990-03-02,Peru,Defender,right,178
1236,Ramazan,\u00d6zcan,1984-06-28,Austria,Goalkeeper,left,187
1237,Far\u00e8s,Bahlouli,1995-04-08,France,Midfielder,right,182
1238,Caiuby Francisco,da Silva,1988-07-14,Brazil,Midfielder,left,184
1239,Borja,Mayoral Moya,1997-04-05,Spain,Forward,right,182
1240,Gabriel,Salazar Rojo,1996-06-18,Spain,Forward,"""""",178
1241,Theo Bernard Fran\u00e7ois,Hern\u00e1ndez,1997-10-06,France,Defender,left,184
1242,Amath,Diedhiou Ndiaye,1996-07-16,Senegal,Forward,right,173
1243,Panagiotis,Retsos,1998-08-09,South Africa,Defender,right,186
1244,Christian Alberto,Cueva Bravo,1991-11-23,Peru,Midfielder,right,169
1245,Jos\u00e9 Manuel,Rodr\u00edguez Benito,1992-03-03,Spain,Defender,left,189
1246,Hirving Rodrigo,Lozano Bahena,1995-07-30,Mexico,Forward,right,177
1247,Danny,Blum,1991-01-07,Germany,Midfielder,left,184
1248,Samuel,Bastien,1996-09-26,Belgium,Midfielder,right,177
1249,Edoardo,Goldaniga,1993-11-02,Italy,Defender,right,188
1250,Federico,Bernardeschi,1994-02-16,Italy,Midfielder,left,183
1251,Stefano,Sensi,1995-08-05,Italy,Midfielder,right,168
1252,J\u00fanior Osmar Ignacio,Alonso Mujica,1993-02-09,Paraguay,Defender,left,184
1253,Rolando,Mandragora,1997-06-29,Italy,Midfielder,left,183
1254,Saidy,Janko,1995-10-22,Switzerland,Defender,right,181
1255,Jason,Denayer,1995-06-28,Belgium,Defender,right,184
1256,Ladislav,Krej\u010d\u00ed,1992-07-05,Czech Republic,Forward,left,180
1257,Marco,Benassi,1994-09-08,Italy,Midfielder,right,184
1258,Giorgian Daniel,De Arrascaeta Benedetti,1994-06-01,Uruguay,Midfielder,right,172
1259,Joris,Kayembe Ditu,1994-08-08,Belgium,Midfielder,left,182
1260,Adri\u00e1n Ricardo,Centuri\u00f3n,1993-01-19,Argentina,Midfielder,right,174
1261,Andrea,Petagna,1995-06-30,Italy,Forward,left,188
1262,Theodor,Gebre Selassie,1986-12-24,Czech Republic,Defender,right,181
1263,Moise Bioty,Kean,2000-02-28,Italy,Forward,right,183
1264,Rani,Khedira,1994-01-27,Germany,Midfielder,right,188
1265,Roberto,Su\u00e1rez Pier,1995-02-16,Spain,Defender,right,182
1266,Dominique,Heintz,1993-08-15,Germany,Defender,left,189
1267,Jules,Kound\u00e9,1998-11-12,France,Defender,right,178
1268,Julian,Korb,1992-03-21,Germany,Defender,right,177
1269,Tom\u00e1\u0161,Vacl\u00edk,1989-03-29,Czech Republic,Goalkeeper,right,188
1270,Pavel,Kade\u0159\u00e1bek,1992-04-25,Czech Republic,Defender,right,182
1271,Vladim\u00edr,Darida,1990-08-08,Czech Republic,Midfielder,right,171
1272,Nanitamo Jonathan,Ikon\u00e9,1998-05-02,France,Forward,left,175
1273,Yann,Sommer,1988-12-17,Switzerland,Goalkeeper,right,183
1274,David \u00c1ngel,Abraham,1986-07-15,Argentina,Defender,right,188
1275,Arlind,Ajeti,1993-09-25,Switzerland,Defender,right,184
1276,Joo-Ho,Park,1987-01-16,Korea Republic,Defender,left,176
1277,Fabian,Frei,1989-01-08,Switzerland,Midfielder,right,183
1278,Xherdan,Shaqiri,1991-10-10,Kosovo,Midfielder,left,169
1279,Valentin,Stocker,1989-04-12,Switzerland,Midfielder,left,179
1280,Granit,Xhaka,1992-09-27,Switzerland,Midfielder,left,185
1281,Yvon Landry,Mvogo,1994-06-06,Cameroon,Goalkeeper,right,190
1282,J\u00e9r\u00f4me,Gondorf,1988-06-26,Germany,Midfielder,right,175
1283,Ra\u00fal Marcelo,Bobadilla,1987-06-18,Argentina,Forward,right,181
1284,Jacques Fran\u00e7ois,Moubandje,1990-06-21,Cameroon,Defender,left,180
1285,Vincent,R\u00fcfli,1988-01-22,Switzerland,Defender,right,180
1286,Tom\u00e1\u0161,Koubek,1992-08-26,Czech Republic,Goalkeeper,right,198
1287,Caglar,S\u00f6y\u00fcnc\u00fc,1996-05-23,Turkey,Defender,right,187
1288,Roman,B\u00fcrki,1990-11-14,Switzerland,Goalkeeper,right,187
1289,Michael,Lang,1991-02-08,Switzerland,Defender,right,185
1290,Daniel,Pavlovic,1988-04-22,Switzerland,Defender,left,183
1291,Amir,Abrashi,1990-03-27,Switzerland,Midfielder,right,172
1292,Remo,Freuler,1992-04-15,Switzerland,Midfielder,right,181
1293,Berat,Djimsiti,1993-02-19,Switzerland,Defender,right,190
1294,Seydou,Sy,1995-12-12,Senegal,Goalkeeper,right,192
1295,Josip,Drmic,1992-08-08,Switzerland,Forward,right,183
1296,Mattia,Zaccagni,1995-06-16,Italy,Midfielder,right,176
1297,Kerem,Demirbay,1993-07-03,Germany,Midfielder,left,182
1298,Silvan,Widmer,1993-03-05,Switzerland,Defender,right,182
1299,Marijan,\u0106avar,1998-02-02,Bosnia-Herzegovina,Midfielder,right,180
1300,Artur,Ioni\u0163\u0103,1990-08-17,Moldova,Midfielder,right,184
1301,Lyanco Evangelista,Silveira Neves Vojnovi\u0107,1997-02-01,Brazil,Defender,right,187
1302,Fabian Lukas,Sch\u00e4r,1991-12-20,Switzerland,Defender,right,188
1303,Rodrigo Javier,de Paul,1994-05-24,Argentina,Midfielder,right,178
1304,M\u00e1rio Figueira,Fernandes,1990-09-19,Brazil,Defender,right,187
1305,Edinaldo,Gomes Pereira,1988-08-25,Brazil,Defender,right,188
1306,Alan,Dzagoev,1990-06-17,Russia,Midfielder,right,179
1307,Mario,Hermoso Canseco,1995-06-18,Spain,Defender,left,184
1308,Marcos,Llorente Moreno,1995-01-30,Spain,Midfielder,right,184
1309,Enzo Alan,Zidane Fern\u00e1ndez,1995-03-24,France,Midfielder,right,185
1310,Lucas,Hern\u00e1ndez Pi,1996-02-14,France,Defender,left,184
1311,Andoni,Gorosabel Espinosa,1996-08-04,Spain,Defender,right,174
1312,Jon,Guridi Aldalur,1995-02-28,Spain,Midfielder,left,179
1313,Jon,Bautista Orgilles,1995-07-03,Spain,Forward,right,180
1314,Alejandro,Granell Nogu\u00e9,1988-08-02,Spain,Midfielder,left,175
1315,Burim,Kukeli,1984-01-16,Albania,Midfielder,left,180
1316,Ermir,Lenjani,1989-08-05,Kosovo,Defender,left,175
1317,Ellyes,Skhiri,1995-05-10,France,Midfielder,right,185
1318,Vincent,Koziello,1995-10-28,France,Midfielder,right,168
1319,Alisson Rams\u00e9s,Becker,1992-10-02,Brazil,Goalkeeper,left,191
1320,Gianluca,Lapadula,1990-02-07,Italy,Forward,left,177
1321,Jean-K\u00e9vin,Augustin,1997-06-16,France,Forward,right,177
1322,Armando,Sadiku,1991-05-27,Albania,Forward,right,186
1323,I\u00f1aki,Williams Arthuer,1994-06-15,Spain,Forward,right,186
1324,Brandon,Thomas Llamas,1995-02-04,Spain,Forward,right,177
1325,Diego,Gonz\u00e1lez Polanco,1995-01-28,Spain,Defender,both,184
1326,Andr\u00e9s Tom\u00e1s,Prieto Albert,1993-10-17,Spain,Goalkeeper,right,194
1327,Pau,L\u00f3pez Sabata,1994-12-13,Spain,Goalkeeper,left,189
1328,Joan,Jord\u00e1n Moreno,1994-07-06,Spain,Midfielder,right,185
1329,Rafael Jes\u00fas,Navarro Mazuelos,1994-02-23,Spain,Defender,right,173
1330,V\u00edctor,Camarasa Ferrando,1994-05-28,Spain,Midfielder,right,183
1331,David,Remeseiro Salgueiro,1994-07-06,Spain,Midfielder,right,178
1332,\u00c1lvaro,Medr\u00e1n Just,1994-03-15,Spain,Midfielder,right,177
1333,Guillermo,Varela Olivera,1993-03-24,Uruguay,Defender,right,174
1334,Sebasti\u00e1n Carlos,Crist\u00f3foro Pepe,1993-08-23,Uruguay,Midfielder,right,173
1335,Jo\u00e3o Pedro Geraldino,dos Santos Galv\u00e3o,1992-03-09,Brazil,Midfielder,right,184
1336,Maximiliano Mart\u00edn,Olivera De Andrea,1992-03-05,Uruguay,Defender,left,182
1337,Shay,Given,1976-04-20,Ireland Republic,Goalkeeper,right,185
1338,Gast\u00f3n Alexis,Silva Perdomo,1994-03-05,Uruguay,Defender,left,185
1339,Maxime,Lopez,1997-12-04,France,Midfielder,right,167
1340,J\u00e9r\u00e9mie,Porsan-Clemente,1997-12-16,Martinique,Forward,right,179
1341,Mouez,Hassen,1995-03-05,France,Goalkeeper,right,186
1342,Diego Alejandro,Rol\u00e1n Silva,1993-03-24,Uruguay,Forward,right,177
1343,R\u00e9mi,Walter,1995-04-26,France,Midfielder,left,174
1344,Wesley,Sa\u00efd,1995-04-19,France,Forward,right,171
1345,Marc-Aur\u00e8le,Caillard,1994-05-12,France,Goalkeeper,right,191
1346,Tristan,Dingom\u00e9,1991-02-17,France,Midfielder,left,174
1347,Yoan,Cardinale,1994-03-27,France,Goalkeeper,right,181
1348,Nabil,Dirar,1986-02-25,Morocco,Midfielder,right,187
1349,Karl-Johan,Johnsson,1990-01-28,Sweden,Goalkeeper,right,187
1350,Valentin,Eysseric,1992-03-25,France,Midfielder,right,181
1351,Jordan,Amavi,1994-03-09,France,Defender,left,176
1352,Almamy,Tour\u00e9,1996-04-28,Mali,Defender,right,183
1353,Robin,Olsen,1990-01-08,Sweden,Goalkeeper,right,196
1354,Miiko Mart\u00edn,Albornoz Inola,1990-11-30,Sweden,Defender,left,180
1355,Filip,Helander,1993-04-22,Sweden,Defender,left,192
1356,Anton Ciprian,T\u0103t\u0103ru\u0219anu,1986-02-09,Romania,Goalkeeper,right,196
1357,Vlad Iulian,Chiriche\u0219,1989-11-14,Romania,Defender,right,184
1358,Jimmy,Durmaz,1989-03-22,Sweden,Midfielder,left,180
1359,Mat\u00edas,Vecino Falero,1991-08-24,Uruguay,Midfielder,right,187
1360,Pedro Miguel,Almeida Lopes Pereira,1998-01-22,Portugal,Defender,right,182
1361,Kristoffer,Nordfeldt,1989-06-23,Sweden,Goalkeeper,right,190
1362,Etrit,Berisha,1989-03-10,Kosovo,Goalkeeper,left,194
1363,Salvador,Ichazo Fern\u00e1ndez,1992-01-26,Uruguay,Goalkeeper,left,188
1364,Bakaye,Dibassy,1989-08-11,France,Defender,left,183
1365,Celso,Borges Mora,1988-08-27,Costa Rica,Midfielder,right,182
1366,Enis,Bardhi,1995-07-02,Macedonia FYR,Midfielder,right,169
1367,Robin,Quaison,1993-10-09,Sweden,Midfielder,right,183
1368,Hans,Hateboer,1994-01-09,Netherlands,Defender,right,187
1369,Pavel,Mamaev,1988-09-17,Russia,Midfielder,right,178
1370,Nicolas,P\u00e9p\u00e9,1995-09-29,France,Forward,right,183
1371,Emil,Krafth,1994-08-02,Sweden,Defender,right,181
1372,Alexandru Iulian,Maxim,1990-07-08,Romania,Midfielder,left,178
1373,Jeremy,Toljan,1994-08-08,Germany,Defender,right,182
1374,Mart\u00edn Nicol\u00e1s,Campa\u00f1a Delgado,1989-05-29,Uruguay,Goalkeeper,right,185
1375,Ant\u00f3nio Alberto,Bastos Pimparel,1982-05-01,Portugal,Goalkeeper,right,180
1376,Emil,Forsberg,1991-10-23,Sweden,Midfielder,right,179
1377,Viktor,Claesson,1992-01-02,Sweden,Midfielder,right,183
1378,Oscar,Hiljemark,1992-06-28,Sweden,Midfielder,right,184
1379,Marcus Christer,Rohd\u00e9n,1991-05-11,Sweden,Midfielder,right,182
1380,Trent,Alexander-Arnold,1998-10-07,England,Defender,right,175
1381,C\u00e9dric,Yamber\u00e9,1990-11-06,France,Defender,right,191
1382,Silviu,Lung,1989-06-04,Romania,Goalkeeper,right,189
1383,Hans Carl Ludwig,Augustinsson,1994-04-21,Sweden,Defender,left,181
1384,Isaac,Kiese Thelin,1992-06-24,Sweden,Forward,right,189
1385,Fabi\u00e1n,Ruiz Pe\u00f1a,1996-04-03,Spain,Midfielder,left,189
1386,Nuno Miguel,da Costa J\u00f3ia,1991-02-10,Cape Verde Islands,Forward,right,182
1387,Benno,Schmitz,1994-11-17,Germany,Defender,right,182
1388,Marcel,Halstenberg,1991-09-27,Germany,Defender,left,187
1389,Florian,H\u00fcbner,1991-03-01,Germany,Defender,right,193
1390,Jonas,Hofmann,1992-07-14,Germany,Midfielder,right,176
1391,Jaume,Dom\u00e9nech S\u00e1nchez,1990-11-05,Spain,Goalkeeper,right,185
1392,Jonas,Hector,1990-05-27,Germany,Defender,left,185
1393,Lukas,K\u00fcbler,1992-08-30,Germany,Defender,right,183
1394,Adama,Mbengue,1993-12-01,Senegal,Defender,left,178
1395,Yehvann,Diouf,1999-11-16,France,Goalkeeper,"""""",184
1396,Gabriel Arturo,Torres Tejada,1988-10-31,Panama,Forward,right,179
1397,Christian,Mathenia,1992-03-31,Germany,Goalkeeper,right,189
1398,Erik,Durm,1992-05-12,Germany,Defender,right,183
1399,Shawn,Parker,1993-03-07,Germany,Forward,right,181
1400,C\u00e9sar Alejandro,Falletti dos Santos,1992-12-02,Uruguay,Midfielder,right,170
1401,Felipe Nicol\u00e1s,Avenatti Dovillabichus,1993-04-26,Uruguay,Forward,left,196
1402,Alexander,Schwolow,1992-06-02,Germany,Goalkeeper,right,189
1403,Simone,Lo Faso,1998-02-18,Italy,Forward,right,180
1404,Branimir,Hrgota,1993-01-12,Croatia,Forward,left,185
1405,Niklas,Lomb,1993-07-28,Germany,Goalkeeper,right,187
1406,John Anthony,Brooks,1993-01-28,Germany,Defender,left,193
1407,Nico,Schulz,1993-04-01,Germany,Midfielder,left,180
1408,Nicolas Louis Marcel,Cozza,1999-01-08,France,Defender,left,178
1409,Alexander,Meyer,1991-04-13,Germany,Goalkeeper,right,195
1410,Emre,Mor,1997-07-24,Denmark,Forward,left,169
1411,Alessandro,Murgia,1996-08-09,Italy,Midfielder,right,185
1412,Gianluca,Mancini,1996-04-17,Italy,Defender,right,190
1413,Mamadou Jean-Luc,Diarra Domp\u00e9,1995-08-12,France,Midfielder,right,170
1414,Mattia,Bani,1993-12-10,Italy,Defender,right,189
1415,Marco,Tumminello,1998-11-06,Italy,Forward,left,185
1416,Maximilian,Philipp,1994-03-01,Germany,Forward,right,183
1417,Christian,G\u00fcnter,1993-02-28,Germany,Defender,left,185
1418,Abdul Rahman,Baba,1994-07-02,Ghana,Defender,left,179
1419,Ihsan,Sacko,1997-07-19,France,Forward,right,183
1420,Christopher,Nkunku,1997-11-14,France,Midfielder,right,178
1421,Wilfride,Kanga Aka,1998-02-21,France,Forward,right,185
1422,Samir,Caetano de Souza Santos,1994-12-05,Brazil,Defender,left,188
1423,Alin Dorinel,To\u0219ca,1992-03-14,Romania,Defender,left,181
1424,Roman,Shirokov,1981-07-06,Russia,Midfielder,right,183
1425,Alexei,Berezutski,1982-06-20,Russia,Defender,right,190
1426,Erik,Mor\u00e1n Arribas,1991-05-25,Spain,Midfielder,right,187
1427,Daniel,Raba Antol\u00ed,1995-10-29,Spain,Midfielder,left,184
1428,Jacob,Bruun Larsen,1998-09-19,Denmark,Forward,right,183
1429,Georgi,Shchennikov,1991-04-27,Russia,Defender,left,180
1430,Manuel,Gulde,1991-02-12,Germany,Defender,right,184
1431,Bart\u0142omiej,Dr\u0105gowski,1997-08-19,Poland,Goalkeeper,right,191
1432,Iker,Casillas Fern\u00e1ndez,1981-05-20,Spain,Goalkeeper,left,185
1433,Ra\u00fal,Albiol Tortajada,1985-09-04,Spain,Defender,right,190
1434,Jawad,El Yamiq,1992-02-29,Morocco,Defender,right,190
1435,Kl\u00e9per,Laveran Lima Ferreira,1983-02-26,Brazil,Defender,right,188
1436,Guilherme,Alvim Marinato,1985-12-12,Brazil,Goalkeeper,right,195
1437,\u00c1ngel Fabi\u00e1n,di Mar\u00eda Hern\u00e1ndez,1988-02-14,Argentina,Midfielder,left,180
1438,Adam,Jakubech,1997-01-02,Slovakia,Goalkeeper,right,188
1439,Leon,Goretzka,1995-02-06,Germany,Midfielder,right,189
1440,Manuel Marouan,da Costa Trinidade,1986-05-06,France,Defender,right,191
1441,Robert,Beri\u010d,1991-06-17,Slovenia,Forward,right,188
1442,Roman,Shishkin,1987-01-27,Russia,Defender,right,177
